participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.participation_fee,session.config.real_world_currency_per_point,session.config.fee_per_correct_answer,session.config.hybrid_noise_trader_probability,session.config.trading_day_duration,session.config.forecast_bonus_amount,session.config.forecast_bonus_threshold_pct,session.config.use_browser_bots,session.config.players_per_group,session.config.trading_api_base,session.config.trading_api_timeout_seconds,session.config.step,session.config.max_orders_per_minute,session.config.noise_trader_start_second,session.config.hybrid_noise_traders,session.config.initial_midpoint,session.config.initial_spread,session.config.initial_cash,session.config.initial_stocks,session.config.alert_streak_frequency,session.config.alert_window_size,trader_bridge_app.1.player.id_in_group,trader_bridge_app.1.player.role,trader_bridge_app.1.player.payoff,trader_bridge_app.1.player.trader_uuid,trader_bridge_app.1.player.current_cash,trader_bridge_app.1.player.num_shares,trader_bridge_app.1.player.dividend_per_share,trader_bridge_app.1.player.dividend_cash,trader_bridge_app.1.player.cash_after_dividend,trader_bridge_app.1.player.daybreak_snapshot_error,trader_bridge_app.1.player.assigned_initial_cash,trader_bridge_app.1.player.assigned_initial_shares,trader_bridge_app.1.player.forecast_price_next_day,trader_bridge_app.1.player.forecast_confidence_next_day,trader_bridge_app.1.player.forecast_survey_json,trader_bridge_app.1.player.realized_next_day_closing_price,trader_bridge_app.1.player.forecast_bonus_earned,trader_bridge_app.1.player.forecast_bonus_scored,trader_bridge_app.1.group.id_in_subsession,trader_bridge_app.1.group.trading_session_uuid,trader_bridge_app.1.group.trading_api_base,trader_bridge_app.1.group.trading_ws_base,trader_bridge_app.1.group.trading_init_error,trader_bridge_app.1.group.trading_day_duration_minutes,trader_bridge_app.1.group.treatment,trader_bridge_app.1.group.market_design,trader_bridge_app.1.group.group_composition,trader_bridge_app.1.group.noise_trader_draw,trader_bridge_app.1.group.noise_trader_present,trader_bridge_app.1.group.num_days,trader_bridge_app.1.group.dividends_csv,trader_bridge_app.1.group.observed_last_transaction_price,trader_bridge_app.1.group.closing_price,trader_bridge_app.1.subsession.round_number,trader_bridge_app.2.player.id_in_group,trader_bridge_app.2.player.role,trader_bridge_app.2.player.payoff,trader_bridge_app.2.player.trader_uuid,trader_bridge_app.2.player.current_cash,trader_bridge_app.2.player.num_shares,trader_bridge_app.2.player.dividend_per_share,trader_bridge_app.2.player.dividend_cash,trader_bridge_app.2.player.cash_after_dividend,trader_bridge_app.2.player.daybreak_snapshot_error,trader_bridge_app.2.player.assigned_initial_cash,trader_bridge_app.2.player.assigned_initial_shares,trader_bridge_app.2.player.forecast_price_next_day,trader_bridge_app.2.player.forecast_confidence_next_day,trader_bridge_app.2.player.forecast_survey_json,trader_bridge_app.2.player.realized_next_day_closing_price,trader_bridge_app.2.player.forecast_bonus_earned,trader_bridge_app.2.player.forecast_bonus_scored,trader_bridge_app.2.group.id_in_subsession,trader_bridge_app.2.group.trading_session_uuid,trader_bridge_app.2.group.trading_api_base,trader_bridge_app.2.group.trading_ws_base,trader_bridge_app.2.group.trading_init_error,trader_bridge_app.2.group.trading_day_duration_minutes,trader_bridge_app.2.group.treatment,trader_bridge_app.2.group.market_design,trader_bridge_app.2.group.group_composition,trader_bridge_app.2.group.noise_trader_draw,trader_bridge_app.2.group.noise_trader_present,trader_bridge_app.2.group.num_days,trader_bridge_app.2.group.dividends_csv,trader_bridge_app.2.group.observed_last_transaction_price,trader_bridge_app.2.group.closing_price,trader_bridge_app.2.subsession.round_number,trader_bridge_app.3.player.id_in_group,trader_bridge_app.3.player.role,trader_bridge_app.3.player.payoff,trader_bridge_app.3.player.trader_uuid,trader_bridge_app.3.player.current_cash,trader_bridge_app.3.player.num_shares,trader_bridge_app.3.player.dividend_per_share,trader_bridge_app.3.player.dividend_cash,trader_bridge_app.3.player.cash_after_dividend,trader_bridge_app.3.player.daybreak_snapshot_error,trader_bridge_app.3.player.assigned_initial_cash,trader_bridge_app.3.player.assigned_initial_shares,trader_bridge_app.3.player.forecast_price_next_day,trader_bridge_app.3.player.forecast_confidence_next_day,trader_bridge_app.3.player.forecast_survey_json,trader_bridge_app.3.player.realized_next_day_closing_price,trader_bridge_app.3.player.forecast_bonus_earned,trader_bridge_app.3.player.forecast_bonus_scored,trader_bridge_app.3.group.id_in_subsession,trader_bridge_app.3.group.trading_session_uuid,trader_bridge_app.3.group.trading_api_base,trader_bridge_app.3.group.trading_ws_base,trader_bridge_app.3.group.trading_init_error,trader_bridge_app.3.group.trading_day_duration_minutes,trader_bridge_app.3.group.treatment,trader_bridge_app.3.group.market_design,trader_bridge_app.3.group.group_composition,trader_bridge_app.3.group.noise_trader_draw,trader_bridge_app.3.group.noise_trader_present,trader_bridge_app.3.group.num_days,trader_bridge_app.3.group.dividends_csv,trader_bridge_app.3.group.observed_last_transaction_price,trader_bridge_app.3.group.closing_price,trader_bridge_app.3.subsession.round_number,trader_bridge_app.4.player.id_in_group,trader_bridge_app.4.player.role,trader_bridge_app.4.player.payoff,trader_bridge_app.4.player.trader_uuid,trader_bridge_app.4.player.current_cash,trader_bridge_app.4.player.num_shares,trader_bridge_app.4.player.dividend_per_share,trader_bridge_app.4.player.dividend_cash,trader_bridge_app.4.player.cash_after_dividend,trader_bridge_app.4.player.daybreak_snapshot_error,trader_bridge_app.4.player.assigned_initial_cash,trader_bridge_app.4.player.assigned_initial_shares,trader_bridge_app.4.player.forecast_price_next_day,trader_bridge_app.4.player.forecast_confidence_next_day,trader_bridge_app.4.player.forecast_survey_json,trader_bridge_app.4.player.realized_next_day_closing_price,trader_bridge_app.4.player.forecast_bonus_earned,trader_bridge_app.4.player.forecast_bonus_scored,trader_bridge_app.4.group.id_in_subsession,trader_bridge_app.4.group.trading_session_uuid,trader_bridge_app.4.group.trading_api_base,trader_bridge_app.4.group.trading_ws_base,trader_bridge_app.4.group.trading_init_error,trader_bridge_app.4.group.trading_day_duration_minutes,trader_bridge_app.4.group.treatment,trader_bridge_app.4.group.market_design,trader_bridge_app.4.group.group_composition,trader_bridge_app.4.group.noise_trader_draw,trader_bridge_app.4.group.noise_trader_present,trader_bridge_app.4.group.num_days,trader_bridge_app.4.group.dividends_csv,trader_bridge_app.4.group.observed_last_transaction_price,trader_bridge_app.4.group.closing_price,trader_bridge_app.4.subsession.round_number
1,8g0ioxol,,1,29,28,trader_bridge_app,MarketTransition,2026-03-12 15:32:48.391446,1,,,0.0,zebmc762,,,,,1,main,0.0,1.0,10,0.2,1,20,5,1,2,http://localhost:8001,20,1,30,5,1,120,10,2600,20,3,5,1,,0.0,75827d2e-d0b6-4e40-a9a6-642e1dbe506c,2480.0,21.0,8.0,168.0,2648.0,,2600.0,20.0,101.0,3,"{""forecast_price_next_day"": 101, ""forecast_confidence_next_day"": 3}",120.0,0.0,1,1,332d2ab9-1fce-477a-9d60-55542dc8a2f8,http://localhost:8001,ws://localhost:8001,,1,gh,gamified,human_only,0.0,0,2,"[8.0, 8.0, 20.0, 20.0]",120.0,120.0,1,1,,0.0,75827d2e-d0b6-4e40-a9a6-642e1dbe506c,2480.0,21.0,8.0,168.0,2648.0,,2600.0,20.0,,,,,0.0,0,1,332d2ab9-1fce-477a-9d60-55542dc8a2f8,http://localhost:8001,ws://localhost:8001,,1,gh,gamified,human_only,0.0,0,2,"[8.0, 8.0, 20.0, 20.0]",120.0,120.0,2,1,,0.0,fb97b0d7-ec3c-4f95-be61-69b7d7333251,2480.0,21.0,20.0,420.0,2900.0,,2600.0,20.0,103.0,3,"{""forecast_price_next_day"": 103, ""forecast_confidence_next_day"": 3}",120.0,0.0,1,1,e58afa4c-3aac-4853-8757-34ccdb28cd3c,http://localhost:8001,ws://localhost:8001,,1,gh,gamified,human_only,0.0,0,2,"[8.0, 8.0, 20.0, 20.0]",120.0,120.0,3,1,,0.0,fb97b0d7-ec3c-4f95-be61-69b7d7333251,2480.0,21.0,20.0,420.0,2900.0,,2600.0,20.0,,,,,0.0,0,1,e58afa4c-3aac-4853-8757-34ccdb28cd3c,http://localhost:8001,ws://localhost:8001,,1,gh,gamified,human_only,0.0,0,2,"[8.0, 8.0, 20.0, 20.0]",120.0,120.0,4
2,ju6c2vvo,,1,29,28,trader_bridge_app,MarketTransition,2026-03-12 15:32:48.893012,1,,,0.0,zebmc762,,,,,1,main,0.0,1.0,10,0.2,1,20,5,1,2,http://localhost:8001,20,1,30,5,1,120,10,2600,20,3,5,2,,0.0,be476a03-d6b7-47fc-a2e4-11ecc0efd124,3920.0,10.0,8.0,80.0,4000.0,,3800.0,10.0,101.0,3,"{""forecast_price_next_day"": 101, ""forecast_confidence_next_day"": 3}",120.0,0.0,1,1,332d2ab9-1fce-477a-9d60-55542dc8a2f8,http://localhost:8001,ws://localhost:8001,,1,gh,gamified,human_only,0.0,0,2,"[8.0, 8.0, 20.0, 20.0]",120.0,120.0,1,2,,0.0,be476a03-d6b7-47fc-a2e4-11ecc0efd124,3920.0,10.0,8.0,80.0,4000.0,,3800.0,10.0,,,,,0.0,0,1,332d2ab9-1fce-477a-9d60-55542dc8a2f8,http://localhost:8001,ws://localhost:8001,,1,gh,gamified,human_only,0.0,0,2,"[8.0, 8.0, 20.0, 20.0]",120.0,120.0,2,2,,0.0,21cfc8e2-04d4-4e44-ade1-5e294932f099,3920.0,10.0,20.0,200.0,4120.0,,3800.0,10.0,103.0,3,"{""forecast_price_next_day"": 103, ""forecast_confidence_next_day"": 3}",120.0,0.0,1,1,e58afa4c-3aac-4853-8757-34ccdb28cd3c,http://localhost:8001,ws://localhost:8001,,1,gh,gamified,human_only,0.0,0,2,"[8.0, 8.0, 20.0, 20.0]",120.0,120.0,3,2,,0.0,21cfc8e2-04d4-4e44-ade1-5e294932f099,3920.0,10.0,20.0,200.0,4120.0,,3800.0,10.0,,,,,0.0,0,1,e58afa4c-3aac-4853-8757-34ccdb28cd3c,http://localhost:8001,ws://localhost:8001,,1,gh,gamified,human_only,0.0,0,2,"[8.0, 8.0, 20.0, 20.0]",120.0,120.0,4
3,ma1m0a87,,1,0,28,,,,0,,,0.0,zebmc762,,,,,1,main,0.0,1.0,10,0.2,1,20,5,1,2,http://localhost:8001,20,1,30,5,1,120,10,2600,20,3,5,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,1,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,2,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,3,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,4
4,u1x293b9,,1,0,28,,,,0,,,0.0,zebmc762,,,,,1,main,0.0,1.0,10,0.2,1,20,5,1,2,http://localhost:8001,20,1,30,5,1,120,10,2600,20,3,5,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,1,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,2,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,3,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,2,,,,,1,gh,gamified,human_only,0.0,0,2,,,,4
5,gsjm0su7,,1,0,28,,,,0,,,0.0,zebmc762,,,,,1,main,0.0,1.0,10,0.2,1,20,5,1,2,http://localhost:8001,20,1,30,5,1,120,10,2600,20,3,5,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,1,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,2,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,3,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,4
6,ciukrroq,,1,0,28,,,,0,,,0.0,zebmc762,,,,,1,main,0.0,1.0,10,0.2,1,20,5,1,2,http://localhost:8001,20,1,30,5,1,120,10,2600,20,3,5,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,1,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,2,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,3,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,3,,,,,1,nh,non_gamified,human_only,0.0,0,2,,,,4
